delivery_time_days,review_score,total_order_value
15.0,5.0,61.99
7.0,5.0,53.7
6.0,4.0,51.71
10.0,5.0,184.2
15.0,5.0,141.32999999999998
9.0,4.0,183.33
6.0,5.0,171.55
8.0,5.0,99.73
8.0,5.0,99.73
8.0,5.0,54.62
10.0,4.0,63.27
4.0,5.0,351.33
12.0,4.0,53.63
10.0,5.0,48.01
8.0,4.0,140.3
14.0,4.0,71.63
2.0,5.0,260.5
26.0,5.0,59.14
14.0,1.0,47.09
25.0,4.0,220.04
5.0,4.0,182.29
10.0,4.0,116.94
7.0,5.0,48.629999999999995
12.0,4.0,46.29
13.0,5.0,84.19999999999999
10.0,5.0,22.45
14.0,4.0,88.87
15.0,3.0,152.52
11.0,5.0,311.33
4.0,5.0,137.01
14.0,5.0,128.0
8.0,1.0,60.61
11.0,5.0,70.75
11.0,5.0,70.75
16.0,5.0,153.75
16.0,5.0,153.75
8.0,5.0,70.8
12.0,5.0,31.79
12.0,5.0,31.79
20.0,5.0,105.98
2.0,5.0,234.84
5.0,5.0,61.379999999999995
12.0,5.0,66.78
12.0,5.0,66.78
7.0,4.0,832.76
7.0,4.0,832.76
5.0,5.0,285.63
8.0,4.0,266.34000000000003
8.0,5.0,285.68
49.0,1.0,137.07999999999998
11.0,4.0,33.129999999999995
11.0,4.0,33.129999999999995
12.0,5.0,117.85
14.0,5.0,113.35
23.0,5.0,140.73000000000002
41.0,1.0,87.44
16.0,3.0,69.67999999999999
16.0,3.0,69.67999999999999
11.0,5.0,208.23
18.0,5.0,801.11
3.0,4.0,35.269999999999996
3.0,4.0,35.269999999999996
28.0,5.0,95.67
10.0,5.0,63.33
10.0,5.0,63.33
13.0,1.0,71.14
13.0,1.0,71.14
6.0,5.0,24.42
5.0,4.0,28.619999999999997
7.0,5.0,163.21
8.0,5.0,33.01
17.0,5.0,73.43
14.0,5.0,1072.59
10.0,5.0,115.44
6.0,4.0,63.36
17.0,5.0,35.4
6.0,5.0,94.63
13.0,4.0,153.1
4.0,4.0,109.29
9.0,5.0,48.36
20.0,4.0,96.01
10.0,5.0,116.45
10.0,5.0,112.91
11.0,5.0,386.66
1.0,5.0,37.379999999999995
1.0,3.0,66.03999999999999
8.0,5.0,46.03
8.0,5.0,46.03
8.0,5.0,46.03
5.0,5.0,69.16
25.0,1.0,45.53
4.0,5.0,74.05
10.0,5.0,213.21
1.0,4.0,118.17
12.0,2.0,106.81
12.0,2.0,126.52
12.0,2.0,106.81
11.0,5.0,103.55
11.0,5.0,103.55
17.0,1.0,158.26000000000002
8.0,5.0,342.02
4.0,3.0,62.65
13.0,5.0,98.47
6.0,5.0,118.22
6.0,5.0,127.01
7.0,4.0,94.35
4.0,4.0,126.47
6.0,5.0,89.05
6.0,5.0,89.05
14.0,5.0,148.76
3.0,4.0,59.33
22.0,5.0,66.42
27.0,1.0,161.48
27.0,1.0,161.48
4.0,5.0,202.22
4.0,5.0,202.22
8.0,3.0,188.68
15.0,5.0,526.36
20.0,5.0,30.97
10.0,5.0,50.61
50.0,1.0,66.94
50.0,1.0,66.94
8.0,5.0,68.35
8.0,5.0,68.35
8.0,5.0,68.35
8.0,5.0,68.35
13.0,5.0,102.74
29.0,4.0,91.8
6.0,5.0,113.34
7.0,5.0,25.75
10.0,4.0,106.17
9.0,5.0,217.26
33.0,1.0,39.15
33.0,1.0,47.43
19.0,5.0,116.67
20.0,5.0,149.16
24.0,5.0,102.59
24.0,5.0,102.59
12.0,5.0,126.12
22.0,5.0,146.27
15.0,1.0,848.93
4.0,5.0,121.39
11.0,5.0,51.84
42.0,3.0,940.65
7.0,5.0,97.15
7.0,5.0,97.15
16.0,1.0,107.78
5.0,5.0,137.01999999999998
10.0,4.0,33.089999999999996
8.0,5.0,116.9
2.0,5.0,212.32
2.0,5.0,56.6
13.0,1.0,64.1
13.0,1.0,64.1
13.0,1.0,64.1
13.0,5.0,117.85
10.0,5.0,957.8
13.0,5.0,99.74
7.0,3.0,97.87
7.0,4.0,143.48000000000002
23.0,4.0,118.99
5.0,4.0,133.75
9.0,5.0,218.19
10.0,5.0,135.73
5.0,5.0,183.92
6.0,5.0,112.71
9.0,1.0,404.17
25.0,5.0,30.1
7.0,3.0,76.95
10.0,4.0,192.76
6.0,2.0,77.69
5.0,5.0,111.6
9.0,5.0,1423.21
14.0,4.0,84.78999999999999
25.0,3.0,49.4
20.0,4.0,90.75
14.0,4.0,77.57
8.0,3.0,186.91000000000005
7.0,5.0,75.07
18.0,5.0,560.65
12.0,4.0,62.08
2.0,5.0,162.15
22.0,3.0,163.08
22.0,1.0,163.08
22.0,3.0,163.08
22.0,1.0,163.08
22.0,3.0,163.08
22.0,1.0,163.08
14.0,5.0,40.129999999999995
2.0,5.0,258.7
18.0,5.0,66.69
26.0,1.0,79.65
6.0,1.0,45.77
18.0,5.0,103.74
9.0,5.0,239.38
9.0,4.0,84.03999999999999
7.0,5.0,59.96
8.0,5.0,68.13
4.0,5.0,153.19
6.0,5.0,164.43
6.0,5.0,164.43
17.0,3.0,63.27
18.0,5.0,192.14
10.0,4.0,106.43
6.0,5.0,104.37
25.0,5.0,68.5
13.0,5.0,47.29
14.0,5.0,56.92
19.0,3.0,63.02
13.0,3.0,37.5
13.0,3.0,37.5
13.0,3.0,37.5
13.0,3.0,37.5
10.0,5.0,377.45
8.0,5.0,57.7
7.0,5.0,35.379999999999995
10.0,5.0,296.96
5.0,5.0,82.98
8.0,5.0,216.27
13.0,5.0,283.42
2.0,3.0,31.75
7.0,5.0,411.38
6.0,5.0,159.56
7.0,3.0,87.03
13.0,4.0,77.57
5.0,5.0,173.74
5.0,5.0,117.74
6.0,5.0,91.23
26.0,4.0,157.34
6.0,5.0,87.36
6.0,5.0,65.92
9.0,5.0,37.35
29.0,5.0,69.22
24.0,5.0,61.06
18.0,5.0,171.75
22.0,4.0,44.05
5.0,4.0,52.239999999999995
9.0,5.0,45.0
20.0,4.0,177.39
5.0,5.0,46.78
16.0,5.0,104.28
46.0,5.0,166.5
6.0,4.0,102.35
19.0,5.0,46.75
19.0,5.0,46.75
31.0,1.0,51.05
31.0,1.0,51.05
31.0,1.0,51.05
31.0,1.0,51.05
8.0,5.0,90.2
8.0,5.0,111.26
6.0,1.0,31.86
6.0,1.0,31.86
9.0,5.0,128.45999999999998
10.0,5.0,231.27
6.0,2.0,89.15
6.0,2.0,39.25
6.0,5.0,44.7
14.0,5.0,120.14
3.0,1.0,129.28
3.0,1.0,202.78
3.0,1.0,110.81
25.0,5.0,318.13
37.0,3.0,103.01
14.0,4.0,60.09
23.0,4.0,90.88
9.0,4.0,61.75
13.0,3.0,218.1
15.0,5.0,67.5
6.0,1.0,315.68
10.0,5.0,50.959999999999994
11.0,5.0,72.93
12.0,4.0,42.28
3.0,5.0,28.38
1.0,5.0,91.77
11.0,5.0,34.51
14.0,4.0,156.77
13.0,5.0,218.27
12.0,5.0,110.44
18.0,5.0,97.93
24.0,5.0,53.05
24.0,5.0,53.05
10.0,5.0,51.84
8.0,5.0,99.22
10.0,5.0,39.09
2.0,5.0,42.47
8.0,2.0,337.2
8.0,2.0,324.4
8.0,2.0,324.4
8.0,2.0,324.4
8.0,2.0,324.4
8.0,2.0,337.2
40.0,2.0,71.56
10.0,5.0,92.86
33.0,5.0,51.62
33.0,5.0,199.07
16.0,4.0,75.07
15.0,3.0,109.12
15.0,3.0,109.12
8.0,3.0,160.57000000000002
26.0,4.0,50.25
11.0,3.0,1048.57
13.0,4.0,120.09
23.0,4.0,63.16
23.0,4.0,63.16
23.0,4.0,63.16
12.0,4.0,108.65
3.0,5.0,165.13
5.0,5.0,43.07
5.0,5.0,62.099999999999994
5.0,5.0,101.83
14.0,5.0,29.69
26.0,2.0,120.39
6.0,1.0,114.27
6.0,1.0,114.27
6.0,1.0,114.27
6.0,1.0,114.27
5.0,5.0,93.19
11.0,4.0,83.9
11.0,4.0,83.9
9.0,4.0,113.62
9.0,5.0,60.85
6.0,5.0,78.21
17.0,5.0,39.04
1.0,5.0,82.39
14.0,5.0,47.09
8.0,5.0,408.82
8.0,5.0,36.77
10.0,2.0,41.31
10.0,2.0,95.76
13.0,5.0,27.380000000000003
10.0,4.0,154.09
1.0,5.0,129.2
36.0,4.0,83.69999999999999
4.0,4.0,282.07
8.0,5.0,137.74
12.0,1.0,470.62
8.0,5.0,164.31
7.0,5.0,13.62
7.0,5.0,13.62
7.0,5.0,13.62
7.0,5.0,13.62
7.0,5.0,13.62
7.0,5.0,13.62
33.0,1.0,204.92
22.0,5.0,139.61
15.0,5.0,88.75
15.0,5.0,88.75
16.0,1.0,175.93
16.0,1.0,398.33
14.0,5.0,309.73
3.0,5.0,214.41
3.0,5.0,77.68
18.0,4.0,424.68
13.0,4.0,97.67
13.0,4.0,89.67
13.0,4.0,80.68
10.0,5.0,174.81
10.0,5.0,209.66000000000005
10.0,5.0,122.5
3.0,5.0,210.48
1.0,5.0,102.42
9.0,4.0,37.77
12.0,5.0,98.55
18.0,5.0,174.35
15.0,4.0,43.89
7.0,5.0,163.13
9.0,5.0,88.06
11.0,5.0,181.55
1.0,5.0,38.71
16.0,5.0,36.23
15.0,4.0,44.09
9.0,5.0,218.95
4.0,1.0,31.11
5.0,5.0,175.39
23.0,1.0,37.0
23.0,1.0,37.0
7.0,5.0,91.18
33.0,3.0,37.86
16.0,5.0,188.44
7.0,4.0,130.85
7.0,1.0,57.98
7.0,1.0,57.98
7.0,1.0,57.98
7.0,1.0,57.98
7.0,1.0,57.98
14.0,4.0,130.0
6.0,5.0,79.23
3.0,5.0,29.4
14.0,4.0,90.19
27.0,4.0,203.9
7.0,5.0,39.35
7.0,5.0,31.67
7.0,5.0,39.35
7.0,5.0,46.129999999999995
27.0,3.0,276.07
13.0,1.0,119.3
13.0,5.0,88.94
13.0,3.0,88.94
13.0,5.0,89.36000000000001
18.0,4.0,921.27
4.0,4.0,82.95
8.0,4.0,228.62
8.0,5.0,41.76
28.0,4.0,181.6
13.0,5.0,68.13
8.0,5.0,52.129999999999995
8.0,5.0,52.129999999999995
8.0,5.0,52.129999999999995
7.0,5.0,119.79
7.0,5.0,41.32
12.0,5.0,49.0
20.0,1.0,110.0
19.0,5.0,241.89
13.0,1.0,135.92000000000002
25.0,1.0,116.85
13.0,3.0,307.26
9.0,4.0,145.68
3.0,5.0,703.63
20.0,4.0,29.6
13.0,5.0,56.75
11.0,4.0,98.34
6.0,3.0,64.47
14.0,5.0,123.61
7.0,5.0,189.62
11.0,5.0,25.75
28.0,1.0,202.79
28.0,1.0,202.79
22.0,5.0,80.74000000000001
9.0,5.0,155.22
6.0,5.0,82.96000000000001
2.0,4.0,119.08
11.0,5.0,55.0
19.0,5.0,61.01
7.0,4.0,58.370000000000005
24.0,2.0,107.78
11.0,3.0,77.57
12.0,5.0,97.77
20.0,5.0,118.39
9.0,1.0,49.09
9.0,1.0,49.09
7.0,5.0,64.0
9.0,5.0,237.47
9.0,5.0,237.47
9.0,5.0,237.47
16.0,5.0,492.36
16.0,5.0,492.36
3.0,5.0,23.88
10.0,5.0,141.58
11.0,5.0,239.75
13.0,5.0,91.23
3.0,5.0,21.36
19.0,5.0,213.73
26.0,1.0,31.71
26.0,1.0,33.43
26.0,1.0,27.75
2.0,5.0,153.9
2.0,5.0,153.9
6.0,5.0,234.75
6.0,5.0,234.75
4.0,5.0,113.27
4.0,3.0,47.739999999999995
2.0,5.0,65.53
13.0,1.0,77.57
10.0,5.0,26.24
10.0,5.0,70.59
13.0,5.0,48.62
57.0,1.0,23.130000000000003
57.0,1.0,23.130000000000003
13.0,4.0,587.73
12.0,5.0,46.84
39.0,1.0,211.14
2.0,5.0,37.37
2.0,5.0,37.37
8.0,4.0,94.3
10.0,5.0,19.68
4.0,4.0,55.2
4.0,4.0,55.2
11.0,5.0,73.38
12.0,5.0,77.57
14.0,5.0,75.17
17.0,5.0,77.59
4.0,5.0,173.2
10.0,5.0,54.0
2.0,5.0,1925.81
6.0,5.0,121.88
6.0,5.0,121.88
11.0,4.0,98.46
17.0,5.0,38.06
8.0,5.0,106.33
11.0,5.0,54.379999999999995
15.0,5.0,30.05
13.0,4.0,85.25
1.0,5.0,52.68
6.0,5.0,156.95
8.0,5.0,103.26
15.0,5.0,116.84
9.0,5.0,91.05
4.0,5.0,90.05
12.0,5.0,205.98
21.0,4.0,485.65
21.0,4.0,485.65
21.0,4.0,485.65
21.0,4.0,485.65
21.0,4.0,485.65
21.0,4.0,485.65
21.0,4.0,485.65
21.0,4.0,485.65
5.0,2.0,191.46
17.0,1.0,33.65
17.0,4.0,33.65
17.0,1.0,33.65
17.0,4.0,33.65
16.0,5.0,35.75
7.0,5.0,125.87
7.0,5.0,125.87
6.0,1.0,72.14
18.0,5.0,207.46
16.0,1.0,31.38
7.0,5.0,127.01
18.0,5.0,146.15
5.0,5.0,226.11
2.0,3.0,145.70000000000002
3.0,5.0,184.91
14.0,5.0,49.4
16.0,1.0,48.79
9.0,5.0,299.73999999999995
1.0,5.0,37.379999999999995
13.0,5.0,45.099999999999994
2.0,5.0,48.01
15.0,5.0,66.81
4.0,5.0,70.4
12.0,5.0,136.81
4.0,5.0,32.769999999999996
3.0,5.0,118.99
3.0,3.0,202.82
2.0,5.0,115.45
10.0,5.0,36.95
6.0,5.0,43.18
12.0,5.0,88.05
22.0,1.0,165.26
11.0,5.0,158.35
12.0,1.0,203.09
13.0,4.0,208.48
6.0,4.0,24.04
14.0,4.0,46.75
12.0,5.0,31.1
18.0,5.0,118.23
18.0,5.0,118.23
9.0,5.0,54.09
2.0,5.0,139.17
19.0,5.0,66.82
19.0,5.0,66.82
19.0,5.0,66.82
19.0,5.0,66.82
33.0,1.0,140.06
11.0,5.0,148.59
1.0,5.0,57.29
22.0,5.0,36.099999999999994
7.0,5.0,33.129999999999995
1.0,3.0,47.64
8.0,5.0,74.19
38.0,1.0,178.89
43.0,1.0,243.57
34.0,1.0,75.35
3.0,5.0,177.59
8.0,5.0,60.0
19.0,5.0,105.28
10.0,3.0,35.09
18.0,5.0,130.15
12.0,5.0,115.0
8.0,5.0,199.36
5.0,5.0,146.67000000000002
6.0,5.0,192.59
9.0,3.0,206.88
7.0,3.0,49.42
7.0,3.0,49.42
13.0,5.0,131.12
11.0,5.0,184.93
10.0,1.0,74.32
10.0,5.0,50.0
13.0,5.0,142.13
8.0,4.0,33.69
9.0,5.0,93.82
10.0,4.0,2333.97
10.0,4.0,103.86
16.0,5.0,69.03
14.0,5.0,199.69
12.0,5.0,114.35
6.0,5.0,29.0
8.0,5.0,133.25
6.0,5.0,161.51000000000002
14.0,2.0,76.36
18.0,5.0,103.35
15.0,5.0,336.38
12.0,4.0,187.06
25.0,5.0,539.94
16.0,5.0,114.85
12.0,5.0,183.53
9.0,5.0,207.61
8.0,5.0,32.76
8.0,4.0,56.84
7.0,5.0,256.69
2.0,5.0,114.09
3.0,4.0,123.57
33.0,1.0,136.3
10.0,5.0,1725.64
7.0,5.0,47.379999999999995
2.0,5.0,19.54
8.0,5.0,67.23
8.0,5.0,348.99
23.0,5.0,96.22
11.0,4.0,81.4
7.0,1.0,1031.69
9.0,4.0,30.86
25.0,5.0,184.29
12.0,3.0,36.35
16.0,5.0,198.13
11.0,5.0,239.81
16.0,5.0,102.05
29.0,3.0,125.42
10.0,5.0,79.63
14.0,4.0,241.82
13.0,3.0,212.83
9.0,5.0,35.14
10.0,5.0,26.380000000000003
6.0,4.0,86.24
13.0,4.0,76.08
12.0,5.0,80.91
5.0,1.0,102.37
15.0,5.0,35.730000000000004
14.0,5.0,62.94
6.0,5.0,19.77
12.0,4.0,39.379999999999995
12.0,4.0,39.379999999999995
18.0,5.0,735.85
11.0,5.0,133.62
30.0,2.0,1290.79
2.0,5.0,82.55
16.0,1.0,62.05
6.0,5.0,36.35
17.0,4.0,132.95000000000002
13.0,1.0,179.12
10.0,5.0,132.48
22.0,3.0,254.47
10.0,5.0,69.94
9.0,4.0,211.44
8.0,2.0,53.09
8.0,2.0,53.09
42.0,1.0,387.27
5.0,5.0,82.33000000000001
3.0,4.0,201.53
6.0,4.0,130.56
7.0,5.0,52.489999999999995
11.0,5.0,136.45999999999998
7.0,5.0,93.31
7.0,1.0,34.86
6.0,1.0,74.3
6.0,5.0,34.86
2.0,5.0,101.19
44.0,1.0,318.22999999999996
14.0,5.0,51.69
6.0,5.0,53.76
8.0,5.0,44.69
8.0,5.0,44.69
23.0,5.0,107.79
23.0,5.0,107.78
14.0,5.0,27.0
9.0,5.0,26.72
12.0,5.0,27.75
8.0,4.0,64.52
16.0,5.0,75.53
18.0,5.0,69.88
6.0,4.0,50.87
14.0,5.0,109.3
8.0,3.0,160.51000000000002
37.0,1.0,72.14
37.0,1.0,72.14
3.0,5.0,53.87
29.0,5.0,147.35
14.0,5.0,423.98
4.0,3.0,49.8
4.0,3.0,47.510000000000005
12.0,4.0,160.48
12.0,4.0,160.48
7.0,5.0,101.63
5.0,5.0,53.22
10.0,4.0,16.96
14.0,4.0,99.52
14.0,4.0,99.52
40.0,1.0,73.96000000000001
9.0,5.0,369.01
7.0,4.0,59.85
4.0,5.0,81.54
12.0,4.0,323.87
4.0,5.0,148.57
7.0,5.0,117.75
2.0,5.0,116.83
17.0,5.0,212.97
17.0,5.0,212.97
6.0,5.0,87.71000000000001
8.0,5.0,385.75
3.0,3.0,133.76
20.0,5.0,36.32
5.0,5.0,74.51
6.0,3.0,36.52
33.0,2.0,95.02
33.0,2.0,95.02
33.0,2.0,95.02
33.0,2.0,95.02
7.0,5.0,43.5
7.0,5.0,43.5
17.0,3.0,390.32
9.0,5.0,40.65
2.0,1.0,27.68
2.0,1.0,36.77
10.0,1.0,36.56
10.0,1.0,35.11
10.0,1.0,35.11
12.0,5.0,139.03
7.0,5.0,417.5
10.0,5.0,54.1
10.0,5.0,54.1
10.0,5.0,54.1
2.0,5.0,26.79
10.0,5.0,463.44
5.0,1.0,333.92
12.0,4.0,129.25
6.0,4.0,72.93
6.0,3.0,116.14
12.0,3.0,113.15
12.0,3.0,113.15
6.0,5.0,56.5
13.0,5.0,32.69
14.0,5.0,158.17
14.0,5.0,158.17
13.0,4.0,70.03999999999999
23.0,5.0,235.39
3.0,5.0,131.32
13.0,5.0,58.55
8.0,5.0,152.09
74.0,3.0,29.09
49.0,2.0,127.51
18.0,4.0,107.78
6.0,5.0,55.11
8.0,5.0,84.44
5.0,5.0,99.8
5.0,5.0,99.8
5.0,5.0,99.8
10.0,4.0,130.47
11.0,5.0,68.02
2.0,2.0,20.75
10.0,5.0,57.03999999999999
3.0,5.0,398.98
15.0,4.0,35.0
1.0,5.0,117.96
10.0,3.0,96.09
11.0,5.0,84.13000000000001
11.0,5.0,84.13000000000001
3.0,5.0,543.83
9.0,3.0,241.21
13.0,4.0,183.62
5.0,1.0,62.68
26.0,5.0,571.85
9.0,5.0,72.57
39.0,1.0,106.87
4.0,1.0,114.79
4.0,5.0,16.509999999999998
4.0,5.0,16.509999999999998
4.0,5.0,18.52
18.0,4.0,34.51
12.0,5.0,96.99
4.0,5.0,72.26
8.0,5.0,430.62
17.0,3.0,349.69
3.0,5.0,72.14
19.0,4.0,364.99
5.0,2.0,70.02000000000001
5.0,2.0,30.78
17.0,5.0,97.23
17.0,5.0,144.31
1.0,5.0,217.88
11.0,5.0,99.75
4.0,5.0,43.33
4.0,5.0,82.14
4.0,2.0,99.2
4.0,2.0,99.2
9.0,4.0,56.01
9.0,4.0,56.01
31.0,3.0,112.95
18.0,5.0,209.37
11.0,5.0,29.020000000000003
4.0,5.0,104.3
4.0,5.0,133.71
4.0,4.0,96.42
11.0,4.0,1326.79
13.0,3.0,37.78
34.0,1.0,124.52
2.0,5.0,42.51
11.0,5.0,165.28
195.0,1.0,185.02
20.0,5.0,182.45
24.0,5.0,67.5
18.0,3.0,142.31
2.0,4.0,85.81
5.0,3.0,64.32
5.0,3.0,64.32
5.0,4.0,37.77
4.0,5.0,221.88
7.0,1.0,94.84
7.0,1.0,143.14999999999998
11.0,5.0,210.03
8.0,5.0,496.1
6.0,4.0,74.17
8.0,5.0,32.92
17.0,3.0,84.14
6.0,4.0,170.38
4.0,5.0,77.2
6.0,5.0,34.089999999999996
13.0,5.0,40.42
6.0,5.0,309.8
3.0,1.0,1521.75
14.0,5.0,45.18
10.0,5.0,164.79
7.0,2.0,104.3
7.0,2.0,91.59
6.0,5.0,200.63
8.0,5.0,49.239999999999995
4.0,5.0,53.8
10.0,5.0,108.11
10.0,5.0,108.11
9.0,5.0,78.7
10.0,5.0,39.78
10.0,5.0,159.31
5.0,5.0,180.71
3.0,5.0,23.71
3.0,5.0,23.71
3.0,5.0,88.75
3.0,5.0,42.58
7.0,5.0,127.6
8.0,5.0,72.77
33.0,1.0,71.65
2.0,5.0,41.36
21.0,2.0,78.3
12.0,5.0,112.87
4.0,4.0,45.22
4.0,4.0,45.22
16.0,5.0,125.33
11.0,5.0,172.2
11.0,4.0,44.23
5.0,5.0,53.629999999999995
13.0,5.0,647.54
4.0,5.0,78.54
12.0,5.0,155.46
28.0,1.0,77.89
10.0,5.0,86.02000000000001
9.0,5.0,102.75
11.0,4.0,101.13
11.0,4.0,101.13
24.0,2.0,88.52
6.0,5.0,61.52
8.0,5.0,69.73
9.0,5.0,368.2
6.0,4.0,223.12
7.0,4.0,86.81
2.0,5.0,262.94
11.0,4.0,99.53
14.0,5.0,26.23
5.0,4.0,97.61
6.0,5.0,368.7
15.0,5.0,35.4
5.0,5.0,45.69
5.0,5.0,45.69
17.0,5.0,66.91
21.0,5.0,369.22
4.0,3.0,486.55999999999995
13.0,5.0,219.77
42.0,1.0,91.86
38.0,1.0,191.13
14.0,5.0,93.3
6.0,5.0,36.73
12.0,5.0,71.14
10.0,5.0,63.27
8.0,5.0,117.44
3.0,2.0,19.39
12.0,1.0,96.69
18.0,4.0,205.56
8.0,5.0,50.35
5.0,5.0,37.61
13.0,5.0,1012.3
4.0,5.0,31.75
2.0,5.0,30.27
52.0,1.0,62.2
6.0,5.0,31.73
11.0,5.0,285.75
4.0,4.0,97.71
3.0,5.0,24.38
22.0,5.0,270.85
17.0,4.0,143.26999999999998
18.0,5.0,67.18
21.0,4.0,66.67
8.0,4.0,201.74
15.0,5.0,283.73
4.0,1.0,32.769999999999996
11.0,4.0,90.29
11.0,5.0,163.78
13.0,5.0,33.42
5.0,2.0,527.23
37.0,5.0,56.42
4.0,3.0,27.77
8.0,5.0,1697.45
5.0,4.0,35.769999999999996
15.0,5.0,59.23
9.0,5.0,319.94
14.0,2.0,148.0
7.0,3.0,29.88
7.0,3.0,28.14
2.0,5.0,118.3
10.0,4.0,126.58
13.0,4.0,71.25
13.0,4.0,71.25
4.0,3.0,45.43
12.0,5.0,144.65
12.0,5.0,189.37
10.0,3.0,69.73
10.0,5.0,424.57
35.0,1.0,80.6
30.0,1.0,67.22
4.0,5.0,345.38
10.0,4.0,28.0
10.0,5.0,192.55
9.0,5.0,149.73
13.0,4.0,95.3
33.0,4.0,47.129999999999995
34.0,3.0,61.989999999999995
11.0,5.0,76.65
6.0,5.0,165.45000000000002
15.0,5.0,76.75999999999999
5.0,4.0,37.72
5.0,4.0,37.72
21.0,5.0,128.09
20.0,3.0,58.53
13.0,5.0,154.23
16.0,5.0,149.86
2.0,5.0,38.76
2.0,5.0,38.76
12.0,5.0,50.86
7.0,5.0,71.82
14.0,3.0,827.0
7.0,5.0,171.61
18.0,5.0,266.4
3.0,5.0,37.37
46.0,1.0,120.9
29.0,2.0,36.35
16.0,5.0,138.96
3.0,4.0,37.95
21.0,4.0,68.22
4.0,5.0,118.26
4.0,5.0,118.26
4.0,5.0,126.54
4.0,5.0,126.54
4.0,5.0,281.0
4.0,5.0,281.0
4.0,5.0,126.54
4.0,5.0,126.54
11.0,5.0,48.3
11.0,5.0,38.25
2.0,4.0,37.84
3.0,5.0,85.23
7.0,4.0,224.8
4.0,5.0,66.78
8.0,5.0,134.28
8.0,5.0,187.84
12.0,2.0,27.880000000000003
19.0,5.0,62.82
2.0,5.0,118.88
7.0,5.0,74.05
10.0,5.0,184.93
6.0,5.0,100.35
5.0,5.0,115.35
14.0,3.0,161.13
16.0,5.0,34.59
16.0,5.0,34.59
12.0,5.0,440.41
12.0,5.0,440.41
12.0,5.0,440.41
12.0,5.0,440.41
13.0,1.0,148.77
8.0,1.0,72.93
8.0,1.0,72.93
8.0,1.0,72.93
8.0,1.0,72.93
8.0,1.0,72.93
20.0,5.0,158.03
8.0,5.0,31.839999999999996
8.0,3.0,68.62
9.0,1.0,872.52
17.0,5.0,55.59
7.0,5.0,194.97
7.0,5.0,33.68
7.0,5.0,56.08
12.0,5.0,60.0
7.0,3.0,182.14
7.0,4.0,48.62
7.0,1.0,163.57999999999998
7.0,3.0,32.37
21.0,4.0,275.23
25.0,4.0,35.42
5.0,5.0,81.82
17.0,5.0,94.3
14.0,2.0,357.13
11.0,4.0,208.56
23.0,3.0,118.9
8.0,5.0,38.09
20.0,5.0,184.96
4.0,5.0,83.02
13.0,4.0,139.01
1.0,1.0,72.27
4.0,5.0,107.92
7.0,5.0,127.92
12.0,1.0,57.16
2.0,4.0,55.48
7.0,5.0,101.22
35.0,4.0,39.0
16.0,5.0,307.63
37.0,1.0,36.0
10.0,5.0,65.13
4.0,5.0,36.61
4.0,5.0,36.61
13.0,3.0,1063.09
14.0,3.0,88.09
4.0,5.0,84.47999999999999
13.0,5.0,128.08
10.0,5.0,87.64
4.0,5.0,31.77
2.0,4.0,209.41
16.0,5.0,78.08
21.0,5.0,104.76
5.0,5.0,1600.51
14.0,4.0,888.74
16.0,4.0,97.72
11.0,1.0,156.5
11.0,1.0,121.5
17.0,5.0,171.97
21.0,4.0,66.78999999999999
6.0,5.0,156.22
6.0,5.0,156.22
9.0,5.0,121.09
9.0,4.0,200.55
3.0,3.0,29.77
11.0,4.0,26.64
11.0,4.0,26.64
10.0,5.0,105.37
10.0,5.0,105.37
14.0,5.0,53.129999999999995
13.0,3.0,191.11
31.0,4.0,76.33
4.0,5.0,80.23
27.0,5.0,177.38
21.0,4.0,131.51
7.0,3.0,103.37
14.0,5.0,188.07
13.0,5.0,64.78999999999999
8.0,5.0,69.9
4.0,5.0,80.49
40.0,1.0,165.8
12.0,5.0,45.1
14.0,5.0,164.91
14.0,5.0,64.33
4.0,5.0,78.41999999999999
6.0,4.0,431.92
3.0,5.0,67.67999999999999
32.0,1.0,549.6999999999999
12.0,5.0,89.36000000000001
10.0,5.0,261.96
5.0,5.0,86.73
12.0,5.0,99.22
25.0,3.0,238.41
8.0,5.0,75.47
9.0,5.0,41.32
2.0,4.0,37.78
6.0,5.0,24.35
6.0,5.0,24.35
7.0,5.0,227.27
18.0,3.0,98.0
41.0,2.0,68.63
11.0,1.0,310.46
11.0,1.0,310.46
11.0,1.0,310.46
4.0,5.0,192.98
14.0,5.0,105.29
7.0,5.0,94.3
9.0,5.0,55.0
23.0,1.0,82.72
1.0,5.0,411.6
24.0,5.0,59.1
6.0,4.0,83.12
6.0,5.0,55.06
13.0,5.0,62.51
4.0,5.0,139.17000000000002
5.0,3.0,46.08
21.0,3.0,26.01
14.0,5.0,28.75
2.0,5.0,114.59
2.0,5.0,114.59
11.0,4.0,99.92
12.0,4.0,112.09
17.0,5.0,104.27
5.0,5.0,167.99
5.0,5.0,53.09
11.0,5.0,110.82
12.0,5.0,61.1
10.0,5.0,106.76
46.0,1.0,54.06
46.0,1.0,54.06
25.0,1.0,68.42
21.0,4.0,246.79
15.0,5.0,27.0
17.0,2.0,65.78
10.0,5.0,74.57
14.0,4.0,55.09
2.0,5.0,188.2
2.0,5.0,255.46
11.0,5.0,186.05
13.0,5.0,185.94
13.0,5.0,71.99
10.0,5.0,51.69
5.0,4.0,62.64
5.0,5.0,83.41000000000001
